Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Libs\Libs.csproj,File,Libs\ImageFileService.cs,12,12,T:System.Windows.Media.Imaging.RenderTargetBitmap,,,,,"var renderTarget = new RenderTargetBitmap(                  (int)((fixedPage.ActualWidth) * dpi / 96),                  (int)((fixedPage.ActualHeight) * dpi / 96),                  dpi,                  dpi,                  PixelFormats.Pbgra32);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Libs\Libs.csproj,File,Libs\ImageFileService.cs,12,12,"M:System.Windows.Media.Imaging.RenderTargetBitmap.#ctor(System.Int32,System.Int32,System.Double,System.Double,System.Windows.Media.PixelFormat)",,,,,"var renderTarget = new RenderTargetBitmap(                  (int)((fixedPage.ActualWidth) * dpi / 96),                  (int)((fixedPage.ActualHeight) * dpi / 96),                  dpi,                  dpi,                  PixelFormats.Pbgra32);"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,Microsoft.Bcl.AsyncInterfaces 9.0.4,,,,,"Microsoft.Bcl.AsyncInterfaces, 9.0.4  Recommendation:  Remove Microsoft.Bcl.AsyncInterfaces, and replace with new package Microsoft.Bcl.AsyncInterfaces 8.0.0"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,Microsoft-WindowsAPICodePack-Core 1.1.3.3,,,,,"Microsoft-WindowsAPICodePack-Core, 1.1.3.3  Recommendation:  Microsoft-WindowsAPICodePack-Core, 1.1.5"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.Buffers 4.5.1,,,,,"System.Buffers, 4.5.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.IO.Pipelines 9.0.4,,,,,"System.IO.Pipelines, 9.0.4  Recommendation:  Remove System.IO.Pipelines, and replace with new package System.IO.Pipelines 8.0.0"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.Memory 4.5.5,,,,,"System.Memory, 4.5.5  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.Numerics.Vectors 4.5.0,,,,,"System.Numerics.Vectors, 4.5.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.Runtime.CompilerServices.Unsafe 6.0.0,,,,,"System.Runtime.CompilerServices.Unsafe, 6.0.0  Recommendation:  Remove System.Runtime.CompilerServices.Unsafe, and replace with new package System.Runtime.CompilerServices.Unsafe 6.1.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.Text.Encodings.Web 9.0.4,,,,,"System.Text.Encodings.Web, 9.0.4  Recommendation:  Remove System.Text.Encodings.Web, and replace with new package System.Text.Encodings.Web 8.0.0"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.Text.Json 9.0.4,,,,,"System.Text.Json, 9.0.4  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 8.0.6"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.Threading.Tasks.Extensions 4.5.4,,,,,"System.Threading.Tasks.Extensions, 4.5.4  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,System.ValueTuple 4.5.0,,,,,"System.ValueTuple, 4.5.0  Recommendation:  Package functionality included with new framework reference"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,MainApplication\MainApplication\MainApplication.csproj,File,MainApplication\MainApplication\MainApplication.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net8.0-windows"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,Printing\Printing\Printing.csproj,File,Printing\Printing\Printing.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Printing\Printing\Printing.csproj,File,Printing\Printing\Printing.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net8.0-windows"
